Id,FiscalYear,FiscalPeriod,Month,InformationDate,Branch,Service,SscClient,MetricName,Value,MetricType
7063,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7064,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7065,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7066,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
7067,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),534,Non Cumulative
7068,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),326,Non Cumulative
7069,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
7070,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
7071,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7072,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7073,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
7074,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),325,Non Cumulative
7075,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),325,Non Cumulative
7076,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
7077,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
7078,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7079,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
7080,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7081,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7082,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7083,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
7084,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7085,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7086,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7087,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),326,Non Cumulative
7088,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),533,Non Cumulative
7089,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7090,2021-2022,9,"December ",12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
7091,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7092,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7093,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
7094,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
7095,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),337,Non Cumulative
7096,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7097,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),535,Non Cumulative
7098,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
7099,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
7100,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7101,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7102,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
7103,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7104,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),410,Non Cumulative
7105,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7106,2021-2022,10,"January ",1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7107,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
7108,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
7109,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7110,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),333,Non Cumulative
7111,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7112,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
7113,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),410,Non Cumulative
7114,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
7115,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7116,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7117,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7118,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
7119,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7120,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7121,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),528,Non Cumulative
7122,2021-2022,11,"February ",2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7123,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
7124,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7125,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7126,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
7127,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),453,Non Cumulative
7128,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
7129,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7130,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7131,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7132,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),528,Non Cumulative
7133,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7134,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7135,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7136,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
7137,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5988,As at
7138,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),340,Non Cumulative
7139,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7140,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7141,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5988,As at
7142,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1249,Non Cumulative
7143,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),528,Non Cumulative
7144,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7145,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7146,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
7147,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7148,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7149,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7150,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
7151,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
7152,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7153,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),453,Non Cumulative
7154,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),335,Non Cumulative
7155,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7156,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1259,Non Cumulative
7157,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7158,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7159,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7160,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7161,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7162,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7163,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7164,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7165,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
7166,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),453,Non Cumulative
